Pub ID,User Defined 2b,,Higher score is ?,Mean in Control Group,Mean in Treatment Group,Time of Administration (mins),ESi,SEi,lower 95% CL,Upper 95% CL,Drug,Ventiliation,Outcome Measure,Outcome Measure Text,Mean in Sham,ApprovedGeneName,User Defined 1,User Defined 2,User Defined 2a,Transgene,Author ID,Time of Assessment (hrs),Dose,Method of Induction of Injury,User Defined 1a,Strain,DocumentLink,Species ID,Monitoring of Physiological Variables,Unit,Fresh Or Frozen,Type of Culture Medium,Group letter,Drug Group,Quality Score,True No of C,Control%,Treatment%,Outcome Measure ID,Publication Type,Entry Completed,Author for Correspondance,Type of Disease,Year,Sex,Animal,Type of Ischaemia,Anaesthetic ID,Method of Quantification of Injury,Neurological Scale,Method of Haemorrage Identification,Funding Source,Number in Sham,Outcome Measure Type,tblOutcomeMeasure.Notes,Single/ Multiple,Duration of Ischaemia (mins),Route of Drug Delivery,Comorbidity,Cotreatment in both Groups,Cotreatment in Treatment Group Only,Peer Review Publication,Control of Temperature,Random Allocation to Group,Blinded Induction of Ischaemia,Blinded Assessment of Outcome,Use of Comorbid Animals,Sample Size Calculation,Compliance with Animal Welfare Regulations,Statement of Potential Conflicts of Interest,tblPublicationData.Notes,JournalName,Publication Reference,Number in Control Group,Number Affectd by Outcome Measure in Control Group,Number in Treatment Group,Number Affectd by Outcome Measure in Treatment Group,Standard Error (C),Standard Deviation (C),Standard Error (Rx),Standard Deviation (Rx),°C hrs,neutral or not,Stem cell origin,Stem cell detail,Number of Passages,Transfection Or Selection,Transgenic Model Group,Sham data not present when required,Sham data is worse than control,AD drug group,Blinded Assessment of Neurological Score,Effect Size1,SE1,User,Assay Conditions,Assay,Radioligand,BrainAreaSubsection,Last Time Point,Treatment Groups per Control,PublicationID,Blinded Assessment of Infarct Volume,Anaesthetic without marked intrinsic neuroprotective activity,Calculated SD (C),Calculated SD (Rx),Control SD,Treatment SD,Mean(Sham),Mean Rx-Sham,Mean C - Sham,MeanC-Sham',MeanRx-Sham',HigherMeanScore,WhichDenominator,WhichNumerator,Anaestetic,Expr1025,Method of Induction of MCAO,Quantification Method,Effect Size_new,SE_new,MultiplicationFactor,Better Scoring Group,Calculated SD (C)New,Calculated SD (Rx)New,Control SDNew,Treatment SDNew,PooledSE,RawMeanDiff,RawMeanDiff_SE,Age (weeks),Weight of animals (lower) (g),Weight of animals (upper) (g),Mean Weight,SD of Weight
1002,OFT - Horizontal,Motor/sensory,,30.9,29.5,30,41.17647059,65.02803312,-86.27847432,168.6314155,IL1-RA,Unknown,NeurobehaviouralScore,Table S7 - total distance,27.5,,unknown,Peripheral,IL-1 RA Tg BM cells,328,18705,24,10000000,17,None,,,1280,TRUE,cells,,,e,Anti-Inflammatory,7,15,100,58.82352941,47882,Full Publication,TRUE,18705,Focal,2016,Male,Mouse,Temporary,2,82,,,Multiple see paper,,,,Single,40,IVenous,2,BM cells,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"3/4 Outcomes complete

Fig 6i grip asymmetry no sham exclude



Right MCAo",7,,15,,17,,,7.6,,4.2,,0,other,other,,,,FALSE,FALSE,,FALSE,29.5,1.018649625,SM,,,,,FALSE,1,19176,FALSE,TRUE,7.6,4.2,-223.5294118,123.5294118,27.5,2,3.4,3.4,2,30.9,3.4,1.4,Isoflurane,17,Intraluminal filament/suture,Toluidine blue,41.17647059,65.02803312,1,Treatment,7.6,4.2,223.5294118,123.5294118,6.030146488,1.4,2.136154997,,,,,
1002,Hargreaves test,Thermal nociception,,-0.8,-0.4,30,9.302325581,14.18563536,-18.50151973,37.10617089,IL1-RA,Unknown,NeurobehaviouralScore,Table S6 Right (ipsilateral),3.5,,unknown,Peripheral,IL-1 RA Tg BM cells,328,18705,24,10000000,17,None,,,1280,TRUE,cells,,,e,Anti-Inflammatory,7,15,100,90.69767442,47881,Full Publication,TRUE,18705,Focal,2016,Male,Mouse,Temporary,2,82,,,Multiple see paper,,,,Single,40,IVenous,2,BM cells,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"3/4 Outcomes complete

Fig 6i grip asymmetry no sham exclude



Right MCAo",7,,15,,17,,,1.3,,2.1,,0,other,other,,,,FALSE,FALSE,,FALSE,-0.4,0.509324813,SM,,,,,FALSE,1,19176,FALSE,TRUE,1.3,2.1,30.23255814,-48.8372093,3.5,-3.9,-4.3,4.3,3.9,-0.4,-4.3,-0.4,Isoflurane,17,Intraluminal filament/suture,Toluidine blue,9.302325581,14.18563536,1,Treatment,1.3,2.1,-30.23255814,-48.8372093,1.772192616,-0.4,0.627792064,,,,,
1002,Hargreaves test,Thermal nociception,,-1.9,-0.7,30,23.52941176,13.86592624,-3.647803671,50.7066272,IL1-RA,Unknown,NeurobehaviouralScore,Table S6 Left (contralateral),3.2,,unknown,Peripheral,IL-1 RA Tg BM cells,328,18705,24,10000000,17,None,,,1280,TRUE,cells,,,e,Anti-Inflammatory,7,15,100,76.47058824,47880,Full Publication,TRUE,18705,Focal,2016,Male,Mouse,Temporary,2,82,,,Multiple see paper,,,,Single,40,IVenous,2,BM cells,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"3/4 Outcomes complete

Fig 6i grip asymmetry no sham exclude



Right MCAo",7,,15,,17,,,1.9,,2.1,,0,other,other,,,,FALSE,FALSE,,FALSE,-0.7,0.509324813,SM,,,,,FALSE,1,19176,FALSE,TRUE,1.9,2.1,37.25490196,-41.17647059,3.2,-3.9,-5.1,5.1,3.9,-0.7,-5.1,-1.2,Isoflurane,17,Intraluminal filament/suture,Toluidine blue,23.52941176,13.86592624,1,Treatment,1.9,2.1,-37.25490196,-41.17647059,2.009145755,-1.2,0.711731755,,,,,
1002,OFT - Horizontal,Motor/sensory,,51.7,49.3,30,41.37931034,63.46442382,-83.01096034,165.769581,IL1-RA,Unknown,NeurobehaviouralScore,Table S7 - mean velocity,45.9,,unknown,Peripheral,IL-1 RA Tg BM cells,328,18705,24,10000000,17,None,,,1280,TRUE,cells,,,e,Anti-Inflammatory,7,15,100,58.62068966,47883,Full Publication,TRUE,18705,Focal,2016,Male,Mouse,Temporary,2,82,,,Multiple see paper,,,,Single,40,IVenous,2,BM cells,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"3/4 Outcomes complete

Fig 6i grip asymmetry no sham exclude



Right MCAo",7,,15,,17,,,12.6,,7.1,,0,other,other,,,,FALSE,FALSE,,FALSE,49.3,1.722002938,SM,,,,,FALSE,1,19176,FALSE,TRUE,12.6,7.1,-217.2413793,122.4137931,45.9,3.4,5.8,5.8,3.4,51.7,5.8,2.4,Isoflurane,17,Intraluminal filament/suture,Toluidine blue,41.37931034,63.46442382,1,Treatment,12.6,7.1,217.2413793,122.4137931,10.04854882,2.4,3.559657764,,,,,
1002,OFT - Anxiety,Social interaction/anxiety/depression,,15.8,8.1,30,48.73417722,34.4661814,-18.81953833,116.2878928,IL1-RA,Unknown,NeurobehaviouralScore,Table S7 - digging,0,,unknown,Peripheral,IL-1 RA Tg BM cells,328,18705,24,10000000,17,None,,,1280,TRUE,cells,,,e,Anti-Inflammatory,7,15,100,51.26582278,47976,Full Publication,TRUE,18705,Focal,2016,Male,Mouse,Temporary,2,82,,,Multiple see paper,,,,Single,40,IVenous,2,BM cells,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"3/4 Outcomes complete

Fig 6i grip asymmetry no sham exclude



Right MCAo",7,,15,,17,,,20.4,,5.7,,0,other,other,,,,FALSE,FALSE,,FALSE,8.1,1.382453063,SM,,,,,FALSE,1,19176,FALSE,TRUE,20.4,5.7,-129.1139241,36.07594937,0,8.1,15.8,15.8,8.1,15.8,15.8,7.7,Isoflurane,17,Intraluminal filament/suture,Toluidine blue,48.73417722,34.4661814,1,Treatment,20.4,5.7,129.1139241,36.07594937,14.54427723,7.7,5.152251364,,,,,
1003,Movement score,Motor/sensory,,0.531,0.826,0,80.86622807,45.70552424,-8.716599443,170.4490556,IL1-RA,Unknown,NeurobehaviouralScore,Fig 3D acute IL1-RA release,0.8958,,unknown,Peripheral,Protein,,18732,600,100,17,MRI,Wistar,,400,FALSE,mg/kg,,,a,Anti-Inflammatory,8,5,100,19.13377193,48070,Full Publication,TRUE,18732,Focal,2014,Male,Rat,Temporary,2,2,46,,Multiple see paper,,,,Single,60,SubCut,2,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Conflict of interest: NJR is a non-executive director of AstraZeneca but this has no relationship to the research described here. The other authorsdeclare no competing financial interests.

MRI

Fig 2F Done
*Fig 3A sham, control, acute & delayed day 25 on",20,,10,,5,,0.09753,,0.09368,,,0,other,other,,,,FALSE,FALSE,,FALSE,0.826,0.09368,SM,,,,,FALSE,2,19177,FALSE,TRUE,0.30841694,0.209474848,84.54411738,-57.42183337,0.8958,-0.0698,-0.3648,0.3648,0.0698,0.826,-0.3648,-0.295,Isoflurane,17,Intraluminal filament/suture,H & E,80.86622807,45.70552424,1,Treatment,0.30841694,0.209474848,-84.54411738,-57.42183337,0.26362921,-0.295,0.166733752,12,,,,
1003,Movement score,Motor/sensory,,0.797,0.994,0,97.04433498,92.63287129,-84.51609276,278.6047627,IL1-RA,Unknown,NeurobehaviouralScore,Fig 3D acute IL1-RA Advance,1,,unknown,Peripheral,Protein,,18732,600,100,17,MRI,Wistar,,400,FALSE,mg/kg,,,a,Anti-Inflammatory,8,5,100,2.955665025,48058,Full Publication,TRUE,18732,Focal,2014,Male,Rat,Temporary,2,2,46,,Multiple see paper,,,,Single,60,SubCut,2,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Conflict of interest: NJR is a non-executive director of AstraZeneca but this has no relationship to the research described here. The other authorsdeclare no competing financial interests.

MRI

Fig 2F Done
*Fig 3A sham, control, acute & delayed day 25 on",20,,10,,5,,0.1329,,0.006,,,0,other,other,,,,FALSE,FALSE,,FALSE,0.994,0.006,SM,,,,,FALSE,2,19177,FALSE,TRUE,0.420266701,0.013416408,207.0279315,-6.609067914,1,-0.006,-0.203,0.203,0.006,0.994,-0.203,-0.197,Isoflurane,17,Intraluminal filament/suture,H & E,97.04433498,92.63287129,1,Treatment,0.420266701,0.013416408,-207.0279315,-6.609067914,0.297324822,-0.197,0.188044729,12,,,,
1003,Movement score,Motor/sensory,,0.797,0.988,1440,94.08866995,92.77422439,-87.74880985,275.9261498,IL1-RA,Unknown,NeurobehaviouralScore,Fig 3D delayed IL1-RA Advance,1,,unknown,Peripheral,Protein,,18732,600,100,17,MRI,Wistar,,400,FALSE,mg/kg,,,b,Anti-Inflammatory,8,5,100,5.911330049,48059,Full Publication,TRUE,18732,Focal,2014,Male,Rat,Temporary,2,2,46,,Multiple see paper,,,,Single,60,SubCut,2,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Conflict of interest: NJR is a non-executive director of AstraZeneca but this has no relationship to the research described here. The other authorsdeclare no competing financial interests.

MRI

Fig 2F Done
*Fig 3A sham, control, acute & delayed day 25 on",20,,10,,5,,0.1329,,0.012,,,0,other,other,,,,FALSE,FALSE,,FALSE,0.988,0.012,SM,,,,,FALSE,2,19177,FALSE,TRUE,0.420266701,0.026832816,207.0279315,-13.21813583,1,-0.012,-0.203,0.203,0.012,0.988,-0.203,-0.191,Isoflurane,17,Intraluminal filament/suture,H & E,94.08866995,92.77422439,1,Treatment,0.420266701,0.026832816,-207.0279315,-13.21813583,0.297778525,-0.191,0.188331676,12,,,,
1003,Movement score,Motor/sensory,,0.755,0.932,0,72.24489796,76.69107271,-78.06960455,222.5594005,IL1-RA,Unknown,NeurobehaviouralScore,Fig 3D acute IL1-RA Digits open,1,,unknown,Peripheral,Protein,,18732,600,100,17,MRI,Wistar,,400,FALSE,mg/kg,,,a,Anti-Inflammatory,8,5,100,27.75510204,48060,Full Publication,TRUE,18732,Focal,2014,Male,Rat,Temporary,2,2,46,,Multiple see paper,,,,Single,60,SubCut,2,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Conflict of interest: NJR is a non-executive director of AstraZeneca but this has no relationship to the research described here. The other authorsdeclare no competing financial interests.

MRI

Fig 2F Done
*Fig 3A sham, control, acute & delayed day 25 on",20,,10,,5,,0.1272,,0.05426,,,0,other,other,,,,FALSE,FALSE,,FALSE,0.932,0.05426,SM,,,,,FALSE,2,19177,FALSE,TRUE,0.402241718,0.121329048,164.1802932,-49.5220606,1,-0.068,-0.245,0.245,0.068,0.932,-0.245,-0.177,Isoflurane,17,Intraluminal filament/suture,H & E,72.24489796,76.69107271,1,Treatment,0.402241718,0.121329048,-164.1802932,-49.5220606,0.297085121,-0.177,0.187893128,12,,,,
1003,Movement score,Motor/sensory,,0.755,0.932,1440,72.24489796,75.24362209,-75.23260134,219.7223973,IL1-RA,Unknown,NeurobehaviouralScore,Fig 3D delayed IL1-RA Digits open,1,,unknown,Peripheral,Protein,,18732,600,100,17,MRI,Wistar,,400,FALSE,mg/kg,,,b,Anti-Inflammatory,8,5,100,27.75510204,48061,Full Publication,TRUE,18732,Focal,2014,Male,Rat,Temporary,2,2,46,,Multiple see paper,,,,Single,60,SubCut,2,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Conflict of interest: NJR is a non-executive director of AstraZeneca but this has no relationship to the research described here. The other authorsdeclare no competing financial interests.

MRI

Fig 2F Done
*Fig 3A sham, control, acute & delayed day 25 on",20,,10,,5,,0.1272,,0.0403,,,0,other,other,,,,FALSE,FALSE,,FALSE,0.932,0.0403,SM,,,,,FALSE,2,19177,FALSE,TRUE,0.402241718,0.090113539,164.1802932,-36.78103653,1,-0.068,-0.245,0.245,0.068,0.932,-0.245,-0.177,Isoflurane,17,Intraluminal filament/suture,H & E,72.24489796,75.24362209,1,Treatment,0.402241718,0.090113539,-164.1802932,-36.78103653,0.291478001,-0.177,0.184346874,12,,,,
1003,Movement score,Motor/sensory,,0.487,0.632,0,35.25407245,34.26933247,-31.91381919,102.4219641,IL1-RA,Unknown,NeurobehaviouralScore,Fig 3D acute IL1-RA Pronation,0.8983,,unknown,Peripheral,Protein,,18732,600,100,17,MRI,Wistar,,400,FALSE,mg/kg,,,a,Anti-Inflammatory,8,5,100,64.74592755,48062,Full Publication,TRUE,18732,Focal,2014,Male,Rat,Temporary,2,2,46,,Multiple see paper,,,,Single,60,SubCut,2,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Conflict of interest: NJR is a non-executive director of AstraZeneca but this has no relationship to the research described here. The other authorsdeclare no competing financial interests.

MRI

Fig 2F Done
*Fig 3A sham, control, acute & delayed day 25 on",20,,10,,5,,0.08756,,0.06733,,,0,other,other,,,,FALSE,FALSE,,FALSE,0.632,0.06733,SM,,,,,FALSE,2,19177,FALSE,TRUE,0.276889032,0.150554457,67.32045512,-36.60453609,0.8983,-0.2663,-0.4113,0.4113,0.2663,0.632,-0.4113,-0.145,Isoflurane,17,Intraluminal filament/suture,H & E,35.25407245,34.26933247,1,Treatment,0.276889032,0.150554457,-67.32045512,-36.60453609,0.222861146,-0.145,0.140949764,12,,,,
1003,Movement score,Motor/sensory,,0.487,0.576,1440,21.63870654,31.23055523,-39.5731817,82.85059478,IL1-RA,Unknown,NeurobehaviouralScore,Fig 3D delayed IL1-RA Pronation,0.8983,,unknown,Peripheral,Protein,,18732,600,100,17,MRI,Wistar,,400,FALSE,mg/kg,,,b,Anti-Inflammatory,8,5,100,78.36129346,48063,Full Publication,TRUE,18732,Focal,2014,Male,Rat,Temporary,2,2,46,,Multiple see paper,,,,Single,60,SubCut,2,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Conflict of interest: NJR is a non-executive director of AstraZeneca but this has no relationship to the research described here. The other authorsdeclare no competing financial interests.

MRI

Fig 2F Done
*Fig 3A sham, control, acute & delayed day 25 on",20,,10,,5,,0.08756,,0.03415,,,0,other,other,,,,FALSE,FALSE,,FALSE,0.576,0.03415,SM,,,,,FALSE,2,19177,FALSE,TRUE,0.276889032,0.076361721,67.32045512,-18.56594248,0.8983,-0.3223,-0.4113,0.4113,0.3223,0.576,-0.4113,-0.089,Isoflurane,17,Intraluminal filament/suture,H & E,21.63870654,31.23055523,1,Treatment,0.276889032,0.076361721,-67.32045512,-18.56594248,0.203099297,-0.089,0.128451274,12,,,,
1003,Movement score,Motor/sensory,,0.39,0.636,0,49.6969697,25.97156514,-1.207297973,100.6012374,IL1-RA,Unknown,NeurobehaviouralScore,Fig 3D acute IL1-RA Grasp,0.885,,unknown,Peripheral,Protein,,18732,600,100,17,MRI,Wistar,,400,FALSE,mg/kg,,,a,Anti-Inflammatory,8,5,100,50.3030303,48064,Full Publication,TRUE,18732,Focal,2014,Male,Rat,Temporary,2,2,46,,Multiple see paper,,,,Single,60,SubCut,2,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Conflict of interest: NJR is a non-executive director of AstraZeneca but this has no relationship to the research described here. The other authorsdeclare no competing financial interests.

MRI

Fig 2F Done
*Fig 3A sham, control, acute & delayed day 25 on",20,,10,,5,,0.07494,,0.07277,,,0,other,other,,,,FALSE,FALSE,,FALSE,0.636,0.07277,SM,,,,,FALSE,2,19177,FALSE,TRUE,0.236981088,0.162718667,47.87496724,-32.87245792,0.885,-0.249,-0.495,0.495,0.249,0.636,-0.495,-0.246,Isoflurane,17,Intraluminal filament/suture,H & E,49.6969697,25.97156514,1,Treatment,0.236981088,0.162718667,-47.87496724,-32.87245792,0.203270018,-0.246,0.128559247,12,,,,
1003,Movement score,Motor/sensory,,0.39,0.388,1440,-0.404040404,22.80770978,-45.10715157,44.29907076,IL1-RA,Unknown,NeurobehaviouralScore,Fig 3D delayed IL1-RA Grasp,0.885,,unknown,Peripheral,Protein,,18732,600,100,17,MRI,Wistar,,400,FALSE,mg/kg,,,b,Anti-Inflammatory,8,5,100,100.4040404,48065,Full Publication,TRUE,18732,Focal,2014,Male,Rat,Temporary,2,2,46,,Multiple see paper,,,,Single,60,SubCut,2,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Conflict of interest: NJR is a non-executive director of AstraZeneca but this has no relationship to the research described here. The other authorsdeclare no competing financial interests.

MRI

Fig 2F Done
*Fig 3A sham, control, acute & delayed day 25 on",20,,10,,5,,0.07494,,0.03891,,,0,other,other,,,,FALSE,FALSE,,FALSE,0.388,0.03891,SM,,,,,FALSE,2,19177,FALSE,TRUE,0.236981088,0.087005405,47.87496724,-17.5768495,0.885,-0.497,-0.495,0.495,0.497,0.39,-0.497,-0.002,Isoflurane,17,Intraluminal filament/suture,H & E,0.402414487,22.80770978,1,Treatment,0.236981088,0.087005405,-47.68231144,-17.50611771,0.17850767,0.002,0.112898163,12,,,,
1003,Movement score,Motor/sensory,,0.531,0.48,1440,-13.98026316,40.63474471,-93.62436279,65.66383648,IL1-RA,Unknown,NeurobehaviouralScore,Fig 3D delayed IL1-RA release,0.8958,,unknown,Peripheral,Protein,,18732,600,100,17,MRI,Wistar,,400,FALSE,mg/kg,,,b,Anti-Inflammatory,8,5,100,113.9802632,48071,Full Publication,TRUE,18732,Focal,2014,Male,Rat,Temporary,2,2,46,,Multiple see paper,,,,Single,60,SubCut,2,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Conflict of interest: NJR is a non-executive director of AstraZeneca but this has no relationship to the research described here. The other authorsdeclare no competing financial interests.

MRI

Fig 2F Done
*Fig 3A sham, control, acute & delayed day 25 on",20,,10,,5,,0.09753,,0.05431,,,0,other,other,,,,FALSE,FALSE,,FALSE,0.48,0.05431,SM,,,,,FALSE,2,19177,FALSE,TRUE,0.30841694,0.121440852,84.54411738,-33.2897072,0.8958,-0.4158,-0.3648,0.3648,0.4158,0.531,-0.4158,-0.051,Isoflurane,17,Intraluminal filament/suture,H & E,12.26551227,40.63474471,1,Treatment,0.30841694,0.121440852,-74.17434829,-29.20655408,0.234380982,0.051,0.148235549,12,,,,
1003,Movement score,Motor/sensory,,0.477,0.688,1440,44.06850459,26.56757457,-8.003941566,96.14095076,IL1-RA,Unknown,NeurobehaviouralScore,Fig 3D delayed IL1-RA supination ii,0.9558,,unknown,Peripheral,Protein,,18732,600,100,17,MRI,Wistar,,400,FALSE,mg/kg,,,b,Anti-Inflammatory,8,5,100,55.93149541,48069,Full Publication,TRUE,18732,Focal,2014,Male,Rat,Temporary,2,2,46,,Multiple see paper,,,,Single,60,SubCut,2,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Conflict of interest: NJR is a non-executive director of AstraZeneca but this has no relationship to the research described here. The other authorsdeclare no competing financial interests.

MRI

Fig 2F Done
*Fig 3A sham, control, acute & delayed day 25 on",20,,10,,5,,0.08508,,0.04128,,,0,other,other,,,,FALSE,FALSE,,FALSE,0.688,0.04128,SM,,,,,FALSE,2,19177,FALSE,TRUE,0.269046583,0.092304886,56.19185115,-19.27838056,0.9558,-0.2678,-0.4788,0.4788,0.2678,0.688,-0.4788,-0.211,Isoflurane,17,Intraluminal filament/suture,H & E,44.06850459,26.56757457,1,Treatment,0.269046583,0.092304886,-56.19185115,-19.27838056,0.20112963,-0.211,0.127205547,12,,,,
1003,Movement score,Motor/sensory,,0.477,0.884,0,85.00417711,26.51982414,33.0253218,136.9830324,IL1-RA,Unknown,NeurobehaviouralScore,Fig 3D acute IL1-RA supination ii,0.9558,,unknown,Peripheral,Protein,,18732,600,100,17,MRI,Wistar,,400,FALSE,mg/kg,,,a,Anti-Inflammatory,8,5,100,14.99582289,48068,Full Publication,TRUE,18732,Focal,2014,Male,Rat,Temporary,2,2,46,,Multiple see paper,,,,Single,60,SubCut,2,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Conflict of interest: NJR is a non-executive director of AstraZeneca but this has no relationship to the research described here. The other authorsdeclare no competing financial interests.

MRI

Fig 2F Done
*Fig 3A sham, control, acute & delayed day 25 on",20,,10,,5,,0.08508,,0.04057,,,1,other,other,,,,FALSE,FALSE,,FALSE,0.884,0.04057,SM,,,,,FALSE,2,19177,FALSE,TRUE,0.269046583,0.090717278,56.19185115,-18.94679988,0.9558,-0.0718,-0.4788,0.4788,0.0718,0.884,-0.4788,-0.407,Isoflurane,17,Intraluminal filament/suture,H & E,85.00417711,26.51982414,1,Treatment,0.269046583,0.090717278,-56.19185115,-18.94679988,0.200768136,-0.407,0.126976918,12,,,,
1003,Movement score,Motor/sensory,,0.783,1,1440,100,85.76520959,-68.09981079,268.0998108,IL1-RA,Unknown,NeurobehaviouralScore,Fig 3D delayed IL1-RA Aim,1,,unknown,Peripheral,Protein,,18732,600,100,17,MRI,Wistar,,400,FALSE,mg/kg,,,b,Anti-Inflammatory,8,5,100,0,48057,Full Publication,TRUE,18732,Focal,2014,Male,Rat,Temporary,2,2,46,,Multiple see paper,,,,Single,60,SubCut,2,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Conflict of interest: NJR is a non-executive director of AstraZeneca but this has no relationship to the research described here. The other authorsdeclare no competing financial interests.

MRI

Fig 2F Done
*Fig 3A sham, control, acute & delayed day 25 on",20,,10,,5,,0.1316,,0,,,0,other,other,,,,FALSE,FALSE,,FALSE,1,0,SM,,,,,FALSE,2,19177,FALSE,TRUE,0.41615574,0,191.7768387,0,1,0,-0.217,0.217,0,1,-0.217,-0.217,Isoflurane,17,Intraluminal filament/suture,H & E,100,85.76520959,1,Treatment,0.41615574,0,-191.7768387,0,0.294266546,-0.217,0.186110505,12,,,,
1003,Movement score,Motor/sensory,,0.515,0.516,1440,0.223463687,36.97672808,-72.25092335,72.69785072,IL1-RA,Unknown,NeurobehaviouralScore,Fig 3D delayed IL1-RA pronation,0.9625,,unknown,Peripheral,Protein,,18732,600,100,17,MRI,Wistar,,400,FALSE,mg/kg,,,b,Anti-Inflammatory,8,5,100,99.77653631,48067,Full Publication,TRUE,18732,Focal,2014,Male,Rat,Temporary,2,2,46,,Multiple see paper,,,,Single,60,SubCut,2,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Conflict of interest: NJR is a non-executive director of AstraZeneca but this has no relationship to the research described here. The other authorsdeclare no competing financial interests.

MRI

Fig 2F Done
*Fig 3A sham, control, acute & delayed day 25 on",20,,10,,5,,0.1016,,0.08207,,,0,other,other,,,,FALSE,FALSE,,FALSE,0.516,0.08207,SM,,,,,FALSE,2,19177,FALSE,TRUE,0.32128741,0.183514099,71.79606933,-41.00873719,0.9625,-0.4465,-0.4475,0.4475,0.4465,0.516,-0.4475,-0.001,Isoflurane,17,Intraluminal filament/suture,H & E,0.223463687,36.97672808,1,Treatment,0.32128741,0.183514099,-71.79606933,-41.00873719,0.261632399,-0.001,0.165470858,12,,,,
1003,Skilled reaching,Motor/sensory,better,52,68,0,100.5025126,90.30882069,-76.502776,277.5078011,IL1-RA,Unknown,NeurobehaviouralScore,Fig 3B acute IL1-RA % pellet,67.92,,unknown,Peripheral,Protein,,18732,600,100,17,MRI,Wistar,,400,FALSE,mg/kg,,,a,Anti-Inflammatory,8,5,100,-0.502512563,48048,Full Publication,TRUE,18732,Focal,2014,Male,Rat,Temporary,2,2,46,,Multiple see paper,,,,Single,60,SubCut,2,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Conflict of interest: NJR is a non-executive director of AstraZeneca but this has no relationship to the research described here. The other authorsdeclare no competing financial interests.

MRI

Fig 2F Done
*Fig 3A sham, control, acute & delayed day 25 on",20,,10,,5,,9.752,,4.062,,,0,other,other,,,,FALSE,FALSE,,FALSE,68,4.062,SM,,,,,FALSE,2,19177,FALSE,TRUE,30.83853174,9.082908125,193.7093702,-57.05344299,67.92,0.08,-15.92,15.92,0.08,68,-15.92,-16,Isoflurane,17,Intraluminal filament/suture,H & E,100.5025126,90.30882069,1,Treatment,30.83853174,9.082908125,-193.7093702,-57.05344299,22.73229267,-16,14.37716425,12,,,,
1003,Movement score,Motor/sensory,,0.515,0.772,0,57.4301676,36.63700719,-14.3783665,129.2387017,IL1-RA,Unknown,NeurobehaviouralScore,Fig 3D acute IL1-RA pronation,0.9625,,unknown,Peripheral,Protein,,18732,600,100,17,MRI,Wistar,,400,FALSE,mg/kg,,,a,Anti-Inflammatory,8,5,100,42.5698324,48066,Full Publication,TRUE,18732,Focal,2014,Male,Rat,Temporary,2,2,46,,Multiple see paper,,,,Single,60,SubCut,2,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Conflict of interest: NJR is a non-executive director of AstraZeneca but this has no relationship to the research described here. The other authorsdeclare no competing financial interests.

MRI

Fig 2F Done
*Fig 3A sham, control, acute & delayed day 25 on",20,,10,,5,,0.1016,,0.07896,,,0,other,other,,,,FALSE,FALSE,,FALSE,0.772,0.07896,SM,,,,,FALSE,2,19177,FALSE,TRUE,0.32128741,0.176559928,71.79606933,-39.4547324,0.9625,-0.1905,-0.4475,0.4475,0.1905,0.772,-0.4475,-0.257,Isoflurane,17,Intraluminal filament/suture,H & E,57.4301676,36.63700719,1,Treatment,0.32128741,0.176559928,-71.79606933,-39.4547324,0.259228671,-0.257,0.163950607,12,,,,
